Reference source,Reference metadata,Location,Group/Formation,Lithology,Metamorphic grade,Age Range (Ga),Age (Ga),"Sample name, or # of samples",TOC(±s),d13C
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Booysens Fm",,,,2.87,,0.03,-28.8
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Booysens Fm",,,,2.87,,0.56,-37.43
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Booysens Fm",,,,2.87,,0.33,-37.88
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Booysens Fm",,,,2.87,,0.75,-39.11
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Booysens Fm",,,,2.87,,0.56,-38.71
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Booysens Fm",,,,2.87,,0.22,-35.92
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Brixton Fm",,,,2.96,,0.11,-27.28
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Brixton Fm",,,,2.96,,0.17,-29.62
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Parktown Fm",,,,2.96,,0.15,-28.32
Stueken et al 2015,,South Africa,"Witwatersrand Supergp, Parktown Fm",,,,2.96,,0.17,-29.62
Stueken et al 2015,,Austrailia,"Nullagine Gp, Mosquito Creek Fm",,,,2.98,,0.23,-40.67
Stueken et al 2021 ,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,106.15,4423.2,-31.55
Stueken et al 2021 ,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,107.76,2471.1,-31.79
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,108.5,4805.1,-31.98
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,126.55,4425.9,-31.96
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,136.95,2675.1,-31.94
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,149.285,9421.6,-30.58
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,153.6,5464.8,-30.73
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,166.92,3718.3,-32.7
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,172.83,7713.4,-30.54
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,175.115,3573,-31.21
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,182.215,4866.8,-30.54
Stueken et al 2021,,Austrailia,"Panorama District, Soanesville Gp",shale,sub greenschist,,3.23,190.58,6446.5,-32.64
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,197.975,128,-31.67
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,222.57,1789,-33.29
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,224.35,334,-31.32
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,226.35,604,-35.07
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,226.93,116,-29.89
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,227.35,305,-32.62
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,228.65,25,-25.42
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,228.91,31,-26.93
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,230.66,23,-25.71
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,231.65,16,-25.12
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,233.58,20,-22.25
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",chert,sub greenschist,,3.23,237.25,51,-23.14
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,239.01,50,-37.52
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,245.68,21,-38.72
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,248.92,10,-30.34
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,254.94,8,-22.62
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,258.78,5,-22.2
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,264.16,15,-24.71
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,269.02,16,-27.15
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,272.52,8,-19.95
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,273.52,8,-21.76
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,276,16,-22.16
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,278.5,13,-26.31
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,480,18,-31.03
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,1600,23,-3.14
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,1750,5,-47.54
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,1800,14,-38.93
Stueken et al 2021,,Austrailia,"Panorama district, Sulphur Springs Gp",volcanics,sub greenschist,,3.23,2000,10,-21.52
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAA269,0.31,-19.9
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAA270,0.35,-25.6
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF487,0.42,-22.2
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF289,0.41,-26.2
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF490,0.04,-24.9
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF491,0.62,-28.2
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF492,0.62,-22.7
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF493,0.22,-20.9
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF494,0.05,-27.4
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF495,0.22,-21.8
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF497,0.09,-23.7
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF498,0.05,-17.3
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF500,0.06,-24.2
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF002,0.11,-18.1
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF005,0.19,-18.6
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAD961,0.25,-16.6
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAD983,0.02,-21.1
Tashiro et al 2017,,Greenland,Isua,shale,amphibolite,3.7-3.8,3.75,LAF645,0.24,-14.9
Tashiro et al 2017,,Greenland,Isua,shale,granulite,3.7-3.8,3.75,LAD123,0.12,-11
Tashiro et al 2017,,Greenland,Isua,shale,granulite,3.7-3.8,3.75,LAF400,0.15,-12.9
Tashiro et al 2017,,Greenland,Isua,conglomerate,amphibolite,3.7-3.8,3.75,LAD849A,0.07,-27.6
Tashiro et al 2017,,Greenland,Isua,conglomerate,amphibolite,3.7-3.8,3.75,LAD849B,0.08,-20.8
Tashiro et al 2017,,Greenland,Isua,conglomerate,amphibolite,3.7-3.8,3.75,LAD849C,0.07,-22.7
Tashiro et al 2017,,Greenland,Isua,conglomerate,amphibolite,3.7-3.8,3.75,LAD852,0.06,-20.9
Tashiro et al 2017,,Greenland,Isua,carbonate,amphibolite,3.7-3.8,3.75,LAA766,0.16,-6.9
Tashiro et al 2017,,Greenland,Isua,carbonate,amphibolite,3.7-3.8,3.75,LAA767,0.07,-9.9
Tashiro et al 2017,,Greenland,Isua,carbonate,amphibolite,3.7-3.8,3.75,LAF647,0.09,-8.2
Tashiro et al 2017,,Greenland,Isua,chert,amphibolite,3.7-3.8,3.75,LAA760,0.02,-10.3
Tashiro et al 2017,,Greenland,Isua,chert,amphibolite,3.7-3.8,3.75,LAA763,0.02,-9.9
Williford et al 2015,,Austrailia,Mount McRae,,,,2.5,,2.74,-32.68
Williford et al 2015,,Austrailia,Mount McRae,,,,2.5,,10.45,-36.83
Williford et al 2015,,Austrailia,Mount McRae,,,,2.5,,5.78,-39.02
Williford et al 2015,,Austrailia,Wittenoom,,,,2.58,,0.15,-29
Williford et al 2015,,Austrailia,Wittenoom,,,,2.59,,0.29,-38.3
Williford et al 2015,,Austrailia,Marra Mamba,,,,2.63,,0.33,-47
Williford et al 2015,,Austrailia,Jeerinah,,,,2.63,,n/a,-39.8
Williford et al 2015,,Austrailia,Carawine,,,,2.63,,n/a,-44.8
Williford et al 2015,,Austrailia,Jeerinah,,,,2.64,,2.2,-39.8
Williford et al 2015,,Austrailia,Tumbiana,,,,2.72,,0.5,-49.7
Williford et al 2015,,Austrailia,Tumbiana,,,,2.72,,0.4,-48.6
